x,y
98.854935,-3.2412817
98.854935,-3.2412817
98.854935,-3.2412817
98.854935,-3.2412817
99.00824,-3.382398
99.00824,-3.382398
99.00824,-3.382398
99.00824,-3.382398
99.00824,-3.382398
98.77391,-3.6412177
98.77391,-3.6412177
98.77391,-3.6412177
98.77391,-3.6412177
98.921646,-2.8105087
98.67666,-2.658309
98.67666,-2.658309
98.81373,-2.7013166
99.163086,-2.9047644
99.12144,-2.8282514
99.09135,-2.7170289
99.144165,-2.9744868
99.144165,-2.9744868
99.238205,-3.0593307
99.238205,-3.0593307
99.081764,-3.0118706
99.081764,-3.0118706
99.064735,-3.2933156
99.064735,-3.2933156
99.17453,-2.508534
99.17453,-2.508534
99.21583,-3.063606
99.21583,-3.063606
99.176735,-1.8906558
99.176735,-1.8906558
99.288086,-1.7660303
99.288086,-1.7660303
99.3558,-1.6853288
99.3558,-1.6853288
99.355865,-2.0986612
99.355865,-2.0986612
99.355865,-2.0986612
99.059204,-1.9788277
99.059204,-1.9788277
99.67871,-1.7145563
99.67871,-1.7145563
98.49619,-3.6251411
98.49619,-3.6251411
98.49619,-3.6251411
98.49619,-3.6251411
98.717964,-3.5311093
98.717964,-3.5311093
98.717964,-3.5311093
98.717964,-3.5311093
98.589134,-3.6685836
98.589134,-3.6685836
98.589134,-3.6685836
98.589134,-3.6685836
98.589134,-3.6685836
98.685234,-3.33357
98.685234,-3.33357
98.685234,-3.33357
98.685234,-3.33357
98.23354,-3.7651153
98.23354,-3.7651153
98.23354,-3.7651153
98.23354,-3.7651153
98.336174,-3.6239278
98.336174,-3.6239278
98.336174,-3.6239278
98.336174,-3.6239278
98.5085,-3.6296136
98.5085,-3.6296136
98.5085,-3.6296136
98.5085,-3.6296136
98.5085,-3.6296136
99.04607,-3.0837524
98.77508,-2.8768163
98.90977,-2.719876
98.90977,-2.719876
98.88986,-3.0223606
98.76351,-2.985037
98.88873,-3.2578244
98.44859,-3.67028
98.44859,-3.67028
98.44859,-3.67028
98.44859,-3.67028
98.75642,-3.917235
98.75642,-3.917235
98.75642,-3.917235
98.75642,-3.917235
98.532875,-3.6683433
98.532875,-3.6683433
98.532875,-3.6683433
98.532875,-3.6683433
98.600235,-3.384555
98.600235,-3.384555
98.600235,-3.384555
98.600235,-3.384555
98.441666,-3.7117865
98.441666,-3.7117865
98.441666,-3.7117865
98.441666,-3.7117865
98.3506,-3.5881033
98.3506,-3.5881033
98.3506,-3.5881033
98.3506,-3.5881033
99.20679,-2.7848423
98.835915,-2.9777834
99.09409,-2.5879374
98.91763,-2.715662
98.86485,-3.1316311
99.15841,-3.0633733
99.15841,-3.0633733
99.15841,-3.0633733
99.278755,-3.2514179
99.278755,-3.2514179
99.278755,-3.2514179
99.01373,-2.6504042
99.01373,-2.6504042
99.01373,-2.6504042
98.925766,-2.906287
98.925766,-2.906287
98.925766,-2.906287
99.034935,-3.2595072
99.034935,-3.2595072
99.034935,-3.2595072
98.753265,-3.019379
98.753265,-3.019379
98.753265,-3.019379
98.807144,-3.261702
98.807144,-3.261702
98.78176,-3.0524004
98.78176,-3.0524004
98.78176,-3.0524004
98.58464,-2.9993994
98.58464,-2.9993994
98.812065,-3.0977452
98.812065,-3.0977452
98.511055,-3.00369
98.511055,-3.00369
98.67182,-3.1606133
98.67182,-3.1606133
98.816475,-2.118074
98.816475,-2.118074
99.32572,-2.3126245
99.32572,-2.3126245
99.18629,-2.3748546
99.36778,-1.831553
99.36778,-1.831553
99.09989,-2.0579152
99.09989,-2.0579152
99.387115,-2.3008895
99.387115,-2.3008895
98.80238,-2.7535152
99.12267,-2.7192986
99.12267,-2.7192986
99.53029,-2.5217323
99.53029,-2.5217323
99.21415,-2.6104
99.21415,-2.6104
99.36189,-2.604188
98.98975,-2.5717926
98.98975,-2.5717926
98.93394,-2.2543163
98.93394,-2.2543163
98.979515,-2.1873548
98.979515,-2.1873548
99.21487,-2.512298
99.21487,-2.512298
98.98033,-2.4020417
98.98033,-2.4020417
99.30766,-2.0631664
99.30766,-2.0631664
99.128174,-1.8782349
99.128174,-1.8782349
98.77553,-3.6528115
98.77553,-3.6528115
98.77553,-3.6528115
98.213905,-3.5999126
98.213905,-3.5999126
98.213905,-3.5999126
98.64509,-3.8471887
98.64509,-3.8471887
98.56205,-3.2685413
98.56205,-3.2685413
98.56205,-3.2685413
98.75873,-3.3720973
98.75873,-3.3720973
98.75873,-3.3720973
98.58446,-3.2478695
98.58446,-3.2478695
98.58446,-3.2478695
98.79029,-3.4011478
98.79029,-3.4011478
98.79029,-3.4011478
99.02291,-3.115443
99.02291,-3.115443
99.02291,-3.115443
99.33717,-3.067298
99.33717,-3.067298
99.33717,-3.067298
98.91223,-2.970793
98.91223,-2.970793
98.91223,-2.970793
98.96444,-3.1205761
98.96444,-3.1205761
98.96444,-3.1205761
98.96444,-3.1205761
99.30711,-3.1803474
99.30711,-3.1803474
99.30711,-3.1803474
99.04685,-2.3675625
99.04685,-2.3675625
99.51121,-2.3786325
99.51121,-2.3786325
99.2941,-2.261655
98.768364,-2.0797064
98.768364,-2.0797064
98.87126,-1.8681469
98.87126,-1.8681469
99.26841,-1.9256173
99.26841,-1.9256173
98.80163,-2.0854154
98.80163,-2.0854154
99.12588,-1.9248466
98.911545,-2.2647305
99.36922,-2.4340324
99.23932,-2.1267943
99.23932,-2.1267943
98.905174,-2.1356425
99.21668,-2.1660745
99.36585,-2.1007004
99.36585,-2.1007004
99.357445,-1.8758333
99.511444,-2.1207201
99.511444,-2.1207201
99.080505,-1.991675
99.080505,-1.991675
99.185295,-2.1156557
99.185295,-2.1156557
99.26691,-2.3041193
99.26691,-2.3041193
99.253876,-2.8114786
99.353294,-2.8444922
99.353294,-2.8444922
99.43759,-2.6145587
99.43759,-2.6145587
99.24066,-2.6798387
99.24066,-2.6798387
99.011246,-2.6657758
99.011246,-2.6657758
99.62593,-3.2455804
99.62593,-3.2455804
98.72715,-2.8406823
98.623695,-3.1132672
98.85944,-2.9694748
99.03454,-3.1822495
98.84507,-2.5759993
99.41064,-3.4128802
99.41064,-3.4128802
99.41064,-3.4128802
99.41064,-3.4128802
99.16414,-2.82448
99.16414,-2.82448
99.16414,-2.82448
99.16414,-2.82448
99.16414,-2.82448
99.23249,-2.7643628
99.23249,-2.7643628
99.23249,-2.7643628
99.23249,-2.7643628
99.01053,-2.876822
99.01053,-2.876822
99.01053,-2.876822
99.01053,-2.876822
99.5484,-3.1271958
99.5484,-3.1271958
99.5484,-3.1271958
99.5484,-3.1271958
98.777565,-3.17237
98.777565,-3.17237
98.777565,-3.17237
98.777565,-3.17237
99.15311,-3.1171694
99.15311,-3.1171694
99.15311,-3.1171694
99.15311,-3.1171694
99.333534,-2.831495
99.333534,-2.831495
99.333534,-2.831495
99.333534,-2.831495
99.21589,-3.133317
99.21589,-3.133317
99.21589,-3.133317
99.21589,-3.133317
99.21589,-3.133317
99.26269,-3.095814
99.26269,-3.095814
99.26269,-3.095814
99.26269,-3.095814
99.5765,-3.069299
99.5765,-3.069299
99.5765,-3.069299
99.5765,-3.069299
99.26828,-3.3163111
99.26828,-3.3163111
99.26828,-3.3163111
99.26828,-3.3163111
99.140045,-2.9708498
99.140045,-2.9708498
99.140045,-2.9708498
99.30035,-2.9437814
99.30035,-2.9437814
99.30035,-2.9437814
99.16803,-2.9189785
99.16803,-2.9189785
99.16803,-2.9189785
99.4056,-2.7652922
99.4056,-2.7652922
99.30171,-2.8579717
99.30171,-2.8579717
99.30171,-2.8579717
99.15448,-3.4362073
99.15448,-3.4362073
99.15448,-3.4362073
99.106094,-2.932913
99.106094,-2.932913
98.81392,-2.7100048
98.560074,-2.357191
98.560074,-2.357191
99.14075,-2.8469338
99.14075,-2.8469338
99.13365,-2.7666652
99.13365,-2.7666652
98.720375,-2.309043
99.3834,-3.0031333
99.3834,-3.0031333
98.70824,-2.805818
98.70824,-2.805818
98.70824,-2.805818
98.833206,-2.7238538
98.833206,-2.7238538
98.994736,-2.9301066
98.994736,-2.9301066
99.16228,-2.989509
99.16228,-2.989509
99.31623,-3.1312473
99.31623,-3.1312473
98.934944,-2.7532313
98.934944,-2.7532313
98.69036,-2.5693653
98.69036,-2.5693653
98.87588,-2.623499
98.87588,-2.623499
98.8293,-2.6749048
98.8293,-2.6749048
98.938736,-2.9398863
98.938736,-2.9398863
98.89052,-2.4604151
98.89052,-2.4604151
98.86065,-2.675327
98.86065,-2.675327
98.64642,-2.4982336
98.60942,-2.6537895
98.60942,-2.6537895
98.282394,-3.043627
98.61846,-2.916116
98.51469,-2.642067
98.44922,-3.1895685
98.7282,-3.3409111
98.7282,-3.3409111
98.7282,-3.3409111
98.9075,-3.2839944
98.9075,-3.2839944
98.9075,-3.2839944
98.74166,-3.282356
98.74166,-3.282356
98.74166,-3.282356
98.605225,-3.4208586
98.605225,-3.4208586
98.62177,-3.459439
98.62177,-3.459439
98.62177,-3.459439
99.19706,-3.3110216
99.19706,-3.3110216
99.19706,-3.3110216
99.39417,-1.6742185
99.49918,-2.1592631
99.49918,-2.1592631
99.62228,-1.7905526
99.40547,-1.5665126
99.20937,-1.8264191
99.41167,-1.978519
97.760414,-2.2803848
98.56283,-1.6985208
98.22025,-2.5583978
95.88785,-4.971245
97.89461,-2.7651546
97.85626,-2.9235528
98.40521,-2.3458738
98.04913,-2.5411017
97.71574,-3.21309
97.12557,-3.53574
96.04694,-4.2070203
96.16999,-4.213308
96.86007,-4.3576202
97.04065,-4.2177496
97.323265,-3.8003554
97.07591,-3.5647366
97.41565,-3.9394562
97.42024,-4.156104
97.49261,-4.1415105
97.87952,-2.5684068
95.92337,-4.13102
96.91014,-4.4240646
99.65324,-2.2083256
99.432175,-2.1013312
99.24814,-1.9827148
98.378456,-2.7403305
98.47815,-2.0023537
98.972176,-2.1924047
99.48239,-2.4030876
99.550835,-2.7101257
99.26844,-2.0541022
99.25816,-2.0614207
99.02502,-1.9245843
98.86104,-2.285216
99.01145,-2.0965292
99.063576,-2.3948789
98.821884,-2.4718995
99.06785,-2.682929
99.04839,-2.5481288
99.04839,-2.5481288
99.352875,-2.712791
99.30295,-2.3312602
99.058075,-2.194409
99.331345,-1.8389387
98.74938,-2.065224
98.71468,-1.7654245
98.51715,-1.8807983
99.40639,-2.4304261
99.633865,-2.2892375
99.633865,-2.2892375
99.23235,-2.2556977
99.12665,-2.90107
98.93496,-2.8218248
98.93496,-2.8218248
98.82963,-2.7033691
98.82963,-2.7033691
99.296715,-2.79108
99.296715,-2.79108
99.296715,-2.79108
99.0963,-2.8011014
99.0963,-2.8011014
99.001274,-2.830858
99.001274,-2.830858
99.001274,-2.830858
98.85047,-2.3412259
99.187935,-1.8241568
